best_acc,best_loss,best_epoch,train_loss,train_acc,val_loss,val_acc,current_epoch
0.37114285714285716,0.8959319591522217,0,0.8959319591522217,0.37114285714285716,0.75369793176651,0.3712857142857143,0
0.4461428571428571,0.6673818826675415,1,0.6673818826675415,0.4461428571428571,0.7514947652816772,0.4124285714285714,1
0.4857142857142857,0.5921208262443542,2,0.5921208262443542,0.4857142857142857,0.763759970664978,0.5017142857142857,2
0.49742857142857144,0.5214099884033203,3,0.5214099884033203,0.49742857142857144,0.7795296311378479,0.45271428571428574,3
0.5071428571428571,0.45639467239379883,4,0.45639467239379883,0.5071428571428571,0.8261255025863647,0.503,4
0.5232857142857142,0.39630934596061707,5,0.39630934596061707,0.5232857142857142,0.8517031073570251,0.46285714285714286,5
0.5331428571428571,0.3459858000278473,6,0.3459858000278473,0.5331428571428571,0.8808847069740295,0.5115714285714286,6
0.544,0.3031247556209564,7,0.3031247556209564,0.544,0.9125839471817017,0.4592857142857143,7
0.544,0.3031247556209564,7,0.26714009046554565,0.5412857142857143,0.9463339447975159,0.49128571428571427,8
0.544,0.3031247556209564,7,0.2377229779958725,0.5418571428571428,0.9879854917526245,0.5147142857142857,9
0.549,0.21221065521240234,10,0.21221065521240234,0.549,1.0057072639465332,0.4878571428571429,10
0.5497142857142857,0.19179026782512665,11,0.19179026782512665,0.5497142857142857,1.0563831329345703,0.4947142857142857,11
0.5657142857142857,0.17456507682800293,12,0.17456507682800293,0.5657142857142857,1.0994606018066406,0.49114285714285716,12
0.5807142857142857,0.16135844588279724,13,0.16135844588279724,0.5807142857142857,1.1124533414840698,0.48942857142857144,13
0.5807142857142857,0.16135844588279724,13,0.1506091058254242,0.5781428571428572,1.150987148284912,0.48957142857142855,14
0.5807142857142857,0.16135844588279724,13,0.13987278938293457,0.5774285714285714,1.1966453790664673,0.5012857142857143,15
0.5825714285714285,0.13273046910762787,16,0.13273046910762787,0.5825714285714285,1.2068238258361816,0.49685714285714283,16
0.593,0.1252925992012024,17,0.1252925992012024,0.593,1.2268614768981934,0.488,17
0.6037142857142858,0.11908799409866333,18,0.11908799409866333,0.6037142857142858,1.2358983755111694,0.471,18
0.6068571428571429,0.11405260115861893,19,0.11405260115861893,0.6068571428571429,1.2651549577713013,0.4878571428571429,19
0.6108571428571429,0.10939747840166092,20,0.10939747840166092,0.6108571428571429,1.2975295782089233,0.5065714285714286,20
0.6108571428571429,0.10939747840166092,20,0.10517390817403793,0.6084285714285714,1.3053715229034424,0.5038571428571429,21
0.6117142857142858,0.10107060521841049,22,0.10107060521841049,0.6117142857142858,1.320435643196106,0.4918571428571429,22
0.6171428571428571,0.09919357299804688,23,0.09919357299804688,0.6171428571428571,1.337697148323059,0.496,23
0.6171428571428571,0.09919357299804688,23,0.10143215209245682,0.615,1.3525021076202393,0.5138571428571429,24
0.619,0.09656719118356705,25,0.09656719118356705,0.619,1.3585965633392334,0.49314285714285716,25
0.621,0.09544402360916138,26,0.09544402360916138,0.621,1.382797360420227,0.5017142857142857,26
0.6242857142857143,0.0923164039850235,27,0.0923164039850235,0.6242857142857143,1.3946959972381592,0.49214285714285716,27
0.6312857142857143,0.09077998250722885,28,0.09077998250722885,0.6312857142857143,1.4143412113189697,0.49985714285714283,28
0.6312857142857143,0.09077998250722885,28,0.09141834825277328,0.6225714285714286,1.4280378818511963,0.4947142857142857,29
